match_id,venue,innings,batting_team,bowling_team,bowler,wicket_type,balls
335982,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,AA Noffke,0,7
335982,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,P Kumar,0,19
335982,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,Z Khan,1,12
335982,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,AB Agarkar,1,6
335982,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,AB Dinda,2,20
335982,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,I Sharma,1,12
335983,"Punjab Cricket Association Stadium, Mohali",1,Chennai Super Kings,Kings XI Punjab,B Lee,1,19
335983,"Punjab Cricket Association Stadium, Mohali",1,Chennai Super Kings,Kings XI Punjab,JR Hopes,0,6
335983,"Punjab Cricket Association Stadium, Mohali",1,Chennai Super Kings,Kings XI Punjab,S Sreesanth,0,13
335983,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Chennai Super Kings,JDP Oram,0,18
335983,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Chennai Super Kings,MS Gony,1,20
335984,Feroz Shah Kotla,1,Rajasthan Royals,Delhi Daredevils,B Geeves,1,12
335984,Feroz Shah Kotla,1,Rajasthan Royals,Delhi Daredevils,GD McGrath,1,19
335984,Feroz Shah Kotla,1,Rajasthan Royals,Delhi Daredevils,MF Maharoof,0,6
335984,Feroz Shah Kotla,2,Delhi Daredevils,Rajasthan Royals,MM Patel,0,18
335984,Feroz Shah Kotla,2,Delhi Daredevils,Rajasthan Royals,SK Trivedi,0,7
335984,Feroz Shah Kotla,2,Delhi Daredevils,Rajasthan Royals,SR Watson,1,13
335985,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,JH Kallis,0,7
335985,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,P Kumar,0,13
335985,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,Z Khan,3,18
335985,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,A Nehra,0,12
335985,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,DS Kulkarni,1,7
335985,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,SM Pollock,0,18
335986,Eden Gardens,1,Deccan Chargers,Kolkata Knight Riders,AB Agarkar,0,6
335986,Eden Gardens,1,Deccan Chargers,Kolkata Knight Riders,AB Dinda,1,19
335986,Eden Gardens,1,Deccan Chargers,Kolkata Knight Riders,I Sharma,1,14
335986,Eden Gardens,2,Kolkata Knight Riders,Deccan Chargers,RP Singh,1,12
335986,Eden Gardens,2,Kolkata Knight Riders,Deccan Chargers,SB Styris,0,6
335986,Eden Gardens,2,Kolkata Knight Riders,Deccan Chargers,WPUJC Vaas,2,18
335987,Sawai Mansingh Stadium,1,Kings XI Punjab,Rajasthan Royals,MM Patel,1,18
335987,Sawai Mansingh Stadium,1,Kings XI Punjab,Rajasthan Royals,SK Trivedi,0,6
335987,Sawai Mansingh Stadium,1,Kings XI Punjab,Rajasthan Royals,SR Watson,0,12
335987,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,B Lee,1,20
335987,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,JR Hopes,1,6
335987,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,S Sreesanth,1,16
335988,Rajiv Gandhi International Stadium,1,Deccan Chargers,Delhi Daredevils,GD McGrath,0,18
335988,Rajiv Gandhi International Stadium,1,Deccan Chargers,Delhi Daredevils,Mohammad Asif,2,18
335988,Rajiv Gandhi International Stadium,2,Delhi Daredevils,Deccan Chargers,RP Singh,1,19
335988,Rajiv Gandhi International Stadium,2,Delhi Daredevils,Deccan Chargers,WPUJC Vaas,0,18
335989,MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,A Nehra,1,20
335989,MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,DS Kulkarni,1,6
335989,MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,SM Pollock,0,13
335989,MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,JDP Oram,1,20
335989,MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,MS Gony,1,18
335990,Rajiv Gandhi International Stadium,1,Deccan Chargers,Rajasthan Royals,MM Patel,0,12
335990,Rajiv Gandhi International Stadium,1,Deccan Chargers,Rajasthan Royals,SR Watson,0,19
335990,Rajiv Gandhi International Stadium,1,Deccan Chargers,Rajasthan Royals,YK Pathan,2,6
335990,Rajiv Gandhi International Stadium,2,Rajasthan Royals,Deccan Chargers,PP Ojha,0,6
335990,Rajiv Gandhi International Stadium,2,Rajasthan Royals,Deccan Chargers,RP Singh,0,13
335990,Rajiv Gandhi International Stadium,2,Rajasthan Royals,Deccan Chargers,WPUJC Vaas,1,18
335991,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,A Nehra,1,12
335991,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,DS Kulkarni,0,7
335991,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,SM Pollock,0,19
335991,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,B Lee,2,12
335991,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,IK Pathan,0,14
335991,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,S Sreesanth,0,6
335991,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,VRV Singh,0,6
335992,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,MM Patel,0,6
335992,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,SR Watson,2,18
335992,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,Sohail Tanvir,0,13
335992,M Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,P Kumar,1,12
335992,M Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,R Vinay Kumar,0,7
335992,M Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,Z Khan,1,18
335993,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,JDP Oram,2,12
335993,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,MS Gony,1,19
335993,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,P Amarnath,0,6
335993,MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,AB Agarkar,0,6
335993,MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,AB Dinda,0,20
335993,MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,I Sharma,0,13
335994,Dr DY Patil Sports Academy,1,Mumbai Indians,Deccan Chargers,DNT Zoysa,0,13
335994,Dr DY Patil Sports Academy,1,Mumbai Indians,Deccan Chargers,RP Singh,1,13
335994,Dr DY Patil Sports Academy,1,Mumbai Indians,Deccan Chargers,SB Bangar,1,6
335994,Dr DY Patil Sports Academy,1,Mumbai Indians,Deccan Chargers,Shahid Afridi,1,7
335994,Dr DY Patil Sports Academy,2,Deccan Chargers,Mumbai Indians,A Nehra,0,12
335994,Dr DY Patil Sports Academy,2,Deccan Chargers,Mumbai Indians,DS Kulkarni,0,6
335994,Dr DY Patil Sports Academy,2,Deccan Chargers,Mumbai Indians,SD Chitnis,0,7
335994,Dr DY Patil Sports Academy,2,Deccan Chargers,Mumbai Indians,SM Pollock,0,6
335994,Dr DY Patil Sports Academy,2,Deccan Chargers,Mumbai Indians,ST Jayasuriya,0,6
335995,"Punjab Cricket Association Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,B Lee,1,12
335995,"Punjab Cricket Association Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,IK Pathan,1,14
335995,"Punjab Cricket Association Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,S Sreesanth,0,6
335995,"Punjab Cricket Association Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,VRV Singh,1,6
335995,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,GD McGrath,1,18
335995,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,MF Maharoof,0,6
335995,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,Mohammad Asif,1,12
335996,M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,DW Steyn,0,14
335996,M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,P Kumar,0,6
335996,M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,Z Khan,1,18
335996,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,JDP Oram,0,20
335996,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,MS Gony,1,18
335997,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,A Nehra,0,6
335997,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,CRD Fernando,0,7
335997,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,DJ Bravo,1,6
335997,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,DS Kulkarni,0,6
335997,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,SM Pollock,2,12
335997,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,AB Agarkar,1,15
335997,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,AB Dinda,1,6
335997,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,I Sharma,1,18
335998,Feroz Shah Kotla,1,Delhi Daredevils,Royal Challengers Bangalore,DW Steyn,1,19
335998,Feroz Shah Kotla,1,Delhi Daredevils,Royal Challengers Bangalore,P Kumar,0,6
335998,Feroz Shah Kotla,1,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,0,12
335998,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,GD McGrath,3,18
335998,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,Mohammad Asif,0,12
335998,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,VY Mahesh,0,6
335999,Rajiv Gandhi International Stadium,1,Deccan Chargers,Kings XI Punjab,IK Pathan,1,13
335999,Rajiv Gandhi International Stadium,1,Deccan Chargers,Kings XI Punjab,S Sreesanth,0,19
335999,Rajiv Gandhi International Stadium,1,Deccan Chargers,Kings XI Punjab,VRV Singh,0,6
335999,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Deccan Chargers,DNT Zoysa,0,12
335999,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Deccan Chargers,RP Singh,0,12
335999,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Deccan Chargers,SB Bangar,1,6
335999,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Deccan Chargers,Shahid Afridi,0,6
336000,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,AB Agarkar,0,6
336000,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,AB Dinda,0,13
336000,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,I Sharma,1,12
336000,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,Umar Gul,0,6
336000,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,SK Trivedi,1,7
336000,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,SR Watson,1,20
336000,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,Sohail Tanvir,1,14
336001,MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Daredevils,GD McGrath,0,12
336001,MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Daredevils,Mohammad Asif,0,7
336001,MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Daredevils,PJ Sangwan,0,6
336001,MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Daredevils,VY Mahesh,1,14
336001,MA Chidambaram Stadium,2,Delhi Daredevils,Chennai Super Kings,JA Morkel,0,6
336001,MA Chidambaram Stadium,2,Delhi Daredevils,Chennai Super Kings,M Ntini,0,18
336001,MA Chidambaram Stadium,2,Delhi Daredevils,Chennai Super Kings,MS Gony,0,13
336002,Rajiv Gandhi International Stadium,1,Deccan Chargers,Royal Challengers Bangalore,A Kumble,0,13
336002,Rajiv Gandhi International Stadium,1,Deccan Chargers,Royal Challengers Bangalore,DW Steyn,0,19
336002,Rajiv Gandhi International Stadium,1,Deccan Chargers,Royal Challengers Bangalore,JH Kallis,0,7
336002,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Deccan Chargers,DP Vijaykumar,0,6
336002,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Deccan Chargers,RP Singh,0,12
336002,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Deccan Chargers,SB Bangar,0,6
336002,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Deccan Chargers,WPUJC Vaas,1,12
336003,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,AB Agarkar,0,13
336003,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,AB Dinda,1,13
336003,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,I Sharma,0,12
336003,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,IK Pathan,2,19
336003,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,S Sreesanth,2,19
336004,Dr DY Patil Sports Academy,1,Mumbai Indians,Delhi Daredevils,GD McGrath,0,18
336004,Dr DY Patil Sports Academy,1,Mumbai Indians,Delhi Daredevils,Mohammad Asif,0,13
336004,Dr DY Patil Sports Academy,1,Mumbai Indians,Delhi Daredevils,VY Mahesh,2,6
336004,Dr DY Patil Sports Academy,2,Delhi Daredevils,Mumbai Indians,A Nehra,1,12
336004,Dr DY Patil Sports Academy,2,Delhi Daredevils,Mumbai Indians,DJ Bravo,0,6
336004,Dr DY Patil Sports Academy,2,Delhi Daredevils,Mumbai Indians,SM Pollock,1,18
336005,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,MM Patel,0,6
336005,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,SK Trivedi,0,6
336005,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,SR Watson,1,13
336005,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,Sohail Tanvir,3,12
336005,Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,M Ntini,0,18
336005,Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,MS Gony,0,18
336006,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,Gagandeep Singh,0,6
336006,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,IK Pathan,1,13
336006,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,S Sreesanth,2,20
336006,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,DW Steyn,0,13
336006,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,JH Kallis,0,6
336006,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,P Kumar,0,6
336006,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,Z Khan,1,15
336007,MA Chidambaram Stadium,1,Chennai Super Kings,Deccan Chargers,DP Vijaykumar,1,18
336007,MA Chidambaram Stadium,1,Chennai Super Kings,Deccan Chargers,RP Singh,1,14
336007,MA Chidambaram Stadium,1,Chennai Super Kings,Deccan Chargers,SB Styris,1,7
336007,MA Chidambaram Stadium,2,Deccan Chargers,Chennai Super Kings,JA Morkel,0,7
336007,MA Chidambaram Stadium,2,Deccan Chargers,Chennai Super Kings,M Ntini,0,18
336007,MA Chidambaram Stadium,2,Deccan Chargers,Chennai Super Kings,MS Gony,1,12
336008,Dr DY Patil Sports Academy,1,Rajasthan Royals,Mumbai Indians,A Nehra,1,12
336008,Dr DY Patil Sports Academy,1,Rajasthan Royals,Mumbai Indians,DS Kulkarni,0,6
336008,Dr DY Patil Sports Academy,1,Rajasthan Royals,Mumbai Indians,SM Pollock,1,18
336008,Dr DY Patil Sports Academy,2,Mumbai Indians,Rajasthan Royals,MM Patel,0,19
336008,Dr DY Patil Sports Academy,2,Mumbai Indians,Rajasthan Royals,SK Trivedi,0,6
336008,Dr DY Patil Sports Academy,2,Mumbai Indians,Rajasthan Royals,Sohail Tanvir,0,14
336009,Feroz Shah Kotla,1,Delhi Daredevils,Chennai Super Kings,JA Morkel,1,20
336009,Feroz Shah Kotla,1,Delhi Daredevils,Chennai Super Kings,MS Gony,1,18
336009,Feroz Shah Kotla,2,Chennai Super Kings,Delhi Daredevils,GD McGrath,0,12
336009,Feroz Shah Kotla,2,Chennai Super Kings,Delhi Daredevils,Mohammad Asif,0,6
336009,Feroz Shah Kotla,2,Chennai Super Kings,Delhi Daredevils,PJ Sangwan,0,7
336009,Feroz Shah Kotla,2,Chennai Super Kings,Delhi Daredevils,VY Mahesh,0,13
336010,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,DW Steyn,1,13
336010,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,P Kumar,0,6
336010,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,R Vinay Kumar,0,6
336010,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,Z Khan,1,13
336010,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,AB Dinda,0,13
336010,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,I Sharma,1,12
336010,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,SC Ganguly,0,6
336010,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,Umar Gul,1,7
336011,Sawai Mansingh Stadium,1,Deccan Chargers,Rajasthan Royals,MM Patel,0,12
336011,Sawai Mansingh Stadium,1,Deccan Chargers,Rajasthan Royals,SR Watson,0,13
336011,Sawai Mansingh Stadium,1,Deccan Chargers,Rajasthan Royals,Sohail Tanvir,0,12
336011,Sawai Mansingh Stadium,2,Rajasthan Royals,Deccan Chargers,DP Vijaykumar,0,6
336011,Sawai Mansingh Stadium,2,Rajasthan Royals,Deccan Chargers,PP Ojha,0,6
336011,Sawai Mansingh Stadium,2,Rajasthan Royals,Deccan Chargers,RP Singh,0,13
336011,Sawai Mansingh Stadium,2,Rajasthan Royals,Deccan Chargers,SB Styris,0,13
336012,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,A Nehra,0,12
336012,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,CRD Fernando,2,6
336012,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,SM Pollock,0,18
336012,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,A Kumble,0,6
336012,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,DW Steyn,0,14
336012,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,P Kumar,0,14
336012,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,R Vinay Kumar,0,6
336013,MA Chidambaram Stadium,1,Chennai Super Kings,Kings XI Punjab,IK Pathan,0,14
336013,MA Chidambaram Stadium,1,Chennai Super Kings,Kings XI Punjab,S Sreesanth,2,21
336013,MA Chidambaram Stadium,1,Chennai Super Kings,Kings XI Punjab,VRV Singh,0,8
336013,MA Chidambaram Stadium,2,Kings XI Punjab,Chennai Super Kings,JA Morkel,1,18
336013,MA Chidambaram Stadium,2,Kings XI Punjab,Chennai Super Kings,MS Gony,1,18
336014,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Deccan Chargers,DP Vijaykumar,0,12
336014,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Deccan Chargers,RP Singh,0,6
336014,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Deccan Chargers,SB Styris,0,6
336014,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Deccan Chargers,WPUJC Vaas,1,12
336014,Rajiv Gandhi International Stadium,2,Deccan Chargers,Kolkata Knight Riders,AB Dinda,2,19
336014,Rajiv Gandhi International Stadium,2,Deccan Chargers,Kolkata Knight Riders,I Sharma,0,12
336014,Rajiv Gandhi International Stadium,2,Deccan Chargers,Kolkata Knight Riders,Umar Gul,1,9
336015,Sawai Mansingh Stadium,1,Delhi Daredevils,Rajasthan Royals,AD Mascarenhas,0,12
336015,Sawai Mansingh Stadium,1,Delhi Daredevils,Rajasthan Royals,MM Patel,0,7
336015,Sawai Mansingh Stadium,1,Delhi Daredevils,Rajasthan Royals,SR Watson,1,18
336015,Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Daredevils,GD McGrath,1,19
336015,Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Daredevils,MF Maharoof,1,13
336015,Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Daredevils,PJ Sangwan,0,6
336016,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,IK Pathan,0,12
336016,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,PP Chawla,1,7
336016,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,S Sreesanth,2,18
336016,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Royal Challengers Bangalore,DW Steyn,0,7
336016,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Royal Challengers Bangalore,P Kumar,0,12
336016,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Royal Challengers Bangalore,Z Khan,0,18
336017,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,GD McGrath,0,12
336017,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,PJ Sangwan,1,21
336017,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,VY Mahesh,0,6
336017,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,AB Dinda,0,12
336017,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,I Sharma,0,6
336017,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,Shoaib Akhtar,4,19
336018,Wankhede Stadium,1,Chennai Super Kings,Mumbai Indians,A Nehra,0,12
336018,Wankhede Stadium,1,Chennai Super Kings,Mumbai Indians,DJ Bravo,1,6
336018,Wankhede Stadium,1,Chennai Super Kings,Mumbai Indians,SM Pollock,1,18
336018,Wankhede Stadium,2,Mumbai Indians,Chennai Super Kings,JA Morkel,0,20
336018,Wankhede Stadium,2,Mumbai Indians,Chennai Super Kings,MS Gony,0,21
336019,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Rajasthan Royals,MM Patel,0,13
336019,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Rajasthan Royals,Pankaj Singh,0,6
336019,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Rajasthan Royals,SR Watson,0,18
336019,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,IK Pathan,1,18
336019,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,JR Hopes,0,6
336019,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,S Sreesanth,1,13
336020,Feroz Shah Kotla,1,Delhi Daredevils,Deccan Chargers,DP Vijaykumar,1,18
336020,Feroz Shah Kotla,1,Delhi Daredevils,Deccan Chargers,PM Sarvesh Kumar,0,7
336020,Feroz Shah Kotla,1,Delhi Daredevils,Deccan Chargers,RP Singh,0,13
336020,Feroz Shah Kotla,2,Deccan Chargers,Delhi Daredevils,GD McGrath,1,18
336020,Feroz Shah Kotla,2,Deccan Chargers,Delhi Daredevils,MF Maharoof,0,6
336020,Feroz Shah Kotla,2,Deccan Chargers,Delhi Daredevils,Mohammad Asif,0,14
336021,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,A Nehra,0,15
336021,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,DJ Bravo,0,7
336021,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,SM Pollock,3,19
336021,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,AB Agarkar,0,8
336021,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,I Sharma,1,17
336021,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,Shoaib Akhtar,1,13
336022,Feroz Shah Kotla,1,Delhi Daredevils,Kings XI Punjab,IK Pathan,0,12
336022,Feroz Shah Kotla,1,Delhi Daredevils,Kings XI Punjab,S Sreesanth,0,22
336022,Feroz Shah Kotla,1,Delhi Daredevils,Kings XI Punjab,VRV Singh,0,6
336022,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,A Mishra,1,12
336022,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,GD McGrath,1,12
336022,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,PJ Sangwan,1,7
336022,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,V Sehwag,0,7
336023,Sawai Mansingh Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,JH Kallis,0,6
336023,Sawai Mansingh Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,P Kumar,0,20
336023,Sawai Mansingh Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,Z Khan,0,13
336023,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,MM Patel,1,18
336023,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,Sohail Tanvir,2,21
336024,Rajiv Gandhi International Stadium,1,Mumbai Indians,Deccan Chargers,DNT Zoysa,0,12
336024,Rajiv Gandhi International Stadium,1,Mumbai Indians,Deccan Chargers,DP Vijaykumar,0,7
336024,Rajiv Gandhi International Stadium,1,Mumbai Indians,Deccan Chargers,RP Singh,0,12
336024,Rajiv Gandhi International Stadium,1,Mumbai Indians,Deccan Chargers,Y Venugopal Rao,1,6
336024,Rajiv Gandhi International Stadium,2,Deccan Chargers,Mumbai Indians,A Nehra,0,12
336024,Rajiv Gandhi International Stadium,2,Deccan Chargers,Mumbai Indians,CRD Fernando,2,7
336024,Rajiv Gandhi International Stadium,2,Deccan Chargers,Mumbai Indians,DJ Bravo,1,13
336024,Rajiv Gandhi International Stadium,2,Deccan Chargers,Mumbai Indians,RR Raje,0,7
336025,Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,M Ntini,2,19
336025,Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,MS Gony,0,18
336025,Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,AB Agarkar,0,6
336025,Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,AB Dinda,0,6
