match_id,venue,innings,batting_team,bowling_team,striker,ball,runs
335982,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,BB McCullum,22,49
335982,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,RT Ponting,4,0
335982,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,SC Ganguly,12,12
335982,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,CL White,2,1
335982,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,JH Kallis,7,9
335982,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,MV Boucher,3,1
335982,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,R Dravid,3,2
335982,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,V Kohli,5,5
335982,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,W Jaffer,18,8
335983,"Punjab Cricket Association Stadium, Mohali",1,Chennai Super Kings,Kings XI Punjab,MEK Hussey,12,14
335983,"Punjab Cricket Association Stadium, Mohali",1,Chennai Super Kings,Kings XI Punjab,ML Hayden,15,23
335983,"Punjab Cricket Association Stadium, Mohali",1,Chennai Super Kings,Kings XI Punjab,PA Patel,11,16
335983,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Chennai Super Kings,JR Hopes,18,38
335983,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Chennai Super Kings,K Goel,20,25
335984,Feroz Shah Kotla,1,Rajasthan Royals,Delhi Daredevils,M Kaif,6,2
335984,Feroz Shah Kotla,1,Rajasthan Royals,Delhi Daredevils,SR Watson,13,20
335984,Feroz Shah Kotla,1,Rajasthan Royals,Delhi Daredevils,T Kohli,13,8
335984,Feroz Shah Kotla,1,Rajasthan Royals,Delhi Daredevils,YK Pathan,5,10
335984,Feroz Shah Kotla,2,Delhi Daredevils,Rajasthan Royals,G Gambhir,21,31
335984,Feroz Shah Kotla,2,Delhi Daredevils,Rajasthan Royals,S Dhawan,13,12
335984,Feroz Shah Kotla,2,Delhi Daredevils,Rajasthan Royals,V Sehwag,4,12
335985,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,DJ Thornely,6,5
335985,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,10,8
335985,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,PR Shah,1,0
335985,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,RV Uthappa,4,4
335985,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,17,30
335985,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,LRPL Taylor,2,2
335985,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,R Dravid,23,21
335985,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,S Chanderpaul,12,17
335986,Eden Gardens,1,Deccan Chargers,Kolkata Knight Riders,A Symonds,2,0
335986,Eden Gardens,1,Deccan Chargers,Kolkata Knight Riders,AC Gilchrist,17,23
335986,Eden Gardens,1,Deccan Chargers,Kolkata Knight Riders,VVS Laxman,6,0
335986,Eden Gardens,1,Deccan Chargers,Kolkata Knight Riders,Y Venugopal Rao,14,16
335986,Eden Gardens,2,Kolkata Knight Riders,Deccan Chargers,BB McCullum,5,5
335986,Eden Gardens,2,Kolkata Knight Riders,Deccan Chargers,DJ Hussey,6,2
335986,Eden Gardens,2,Kolkata Knight Riders,Deccan Chargers,RT Ponting,1,0
335986,Eden Gardens,2,Kolkata Knight Riders,Deccan Chargers,SC Ganguly,7,5
335986,Eden Gardens,2,Kolkata Knight Riders,Deccan Chargers,WP Saha,17,14
335987,Sawai Mansingh Stadium,1,Kings XI Punjab,Rajasthan Royals,JR Hopes,9,9
335987,Sawai Mansingh Stadium,1,Kings XI Punjab,Rajasthan Royals,K Goel,21,26
335987,Sawai Mansingh Stadium,1,Kings XI Punjab,Rajasthan Royals,KC Sangakkara,6,19
335987,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,DS Lehmann,3,5
335987,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,Kamran Akmal,10,17
335987,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,M Kaif,8,6
335987,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,SR Watson,15,17
335987,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,YK Pathan,6,8
335988,Rajiv Gandhi International Stadium,1,Deccan Chargers,Delhi Daredevils,A Symonds,5,2
335988,Rajiv Gandhi International Stadium,1,Deccan Chargers,Delhi Daredevils,AC Gilchrist,9,9
335988,Rajiv Gandhi International Stadium,1,Deccan Chargers,Delhi Daredevils,VVS Laxman,6,2
335988,Rajiv Gandhi International Stadium,1,Deccan Chargers,Delhi Daredevils,Y Venugopal Rao,16,12
335988,Rajiv Gandhi International Stadium,2,Delhi Daredevils,Deccan Chargers,G Gambhir,9,12
335988,Rajiv Gandhi International Stadium,2,Delhi Daredevils,Deccan Chargers,S Dhawan,11,12
335988,Rajiv Gandhi International Stadium,2,Delhi Daredevils,Deccan Chargers,V Sehwag,17,24
335989,MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,MEK Hussey,9,5
335989,MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,ML Hayden,13,29
335989,MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,PA Patel,12,15
335989,MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,SK Raina,5,4
335989,MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,L Ronchi,4,3
335989,MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,RV Uthappa,20,27
335989,MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,SM Pollock,2,1
335989,MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,ST Jayasuriya,12,21
335990,Rajiv Gandhi International Stadium,1,Deccan Chargers,Rajasthan Royals,A Symonds,13,22
335990,Rajiv Gandhi International Stadium,1,Deccan Chargers,Rajasthan Royals,AC Gilchrist,9,13
335990,Rajiv Gandhi International Stadium,1,Deccan Chargers,Rajasthan Royals,Shahid Afridi,4,10
335990,Rajiv Gandhi International Stadium,1,Deccan Chargers,Rajasthan Royals,VVS Laxman,11,13
335990,Rajiv Gandhi International Stadium,2,Rajasthan Royals,Deccan Chargers,GC Smith,12,22
335990,Rajiv Gandhi International Stadium,2,Rajasthan Royals,Deccan Chargers,Kamran Akmal,9,14
335990,Rajiv Gandhi International Stadium,2,Rajasthan Royals,Deccan Chargers,YK Pathan,16,37
335991,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,IK Pathan,3,6
335991,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,K Goel,14,9
335991,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,KC Sangakkara,21,45
335991,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,DJ Bravo,12,17
335991,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,L Ronchi,9,12
335991,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,RV Uthappa,10,8
335991,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,ST Jayasuriya,7,2
335992,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,8,10
335992,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,LRPL Taylor,19,45
335992,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,R Dravid,1,0
335992,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,S Chanderpaul,9,2
335992,M Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,GC Smith,17,21
335992,M Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,M Rawat,2,0
335992,M Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,SR Watson,6,3
335992,M Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,YK Pathan,12,21
335993,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,BB McCullum,12,25
335993,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,DJ Hussey,1,0
335993,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,RT Ponting,1,0
335993,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,7,9
335993,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,WP Saha,16,27
335993,MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,ML Hayden,18,22
335993,MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,PA Patel,21,23
335994,Dr DY Patil Sports Academy,1,Mumbai Indians,Deccan Chargers,AM Rahane,7,0
335994,Dr DY Patil Sports Academy,1,Mumbai Indians,Deccan Chargers,L Ronchi,11,13
335994,Dr DY Patil Sports Academy,1,Mumbai Indians,Deccan Chargers,RV Uthappa,5,7
335994,Dr DY Patil Sports Academy,1,Mumbai Indians,Deccan Chargers,SM Pollock,4,0
335994,Dr DY Patil Sports Academy,1,Mumbai Indians,Deccan Chargers,ST Jayasuriya,12,7
335994,Dr DY Patil Sports Academy,2,Deccan Chargers,Mumbai Indians,AC Gilchrist,27,48
335994,Dr DY Patil Sports Academy,2,Deccan Chargers,Mumbai Indians,VVS Laxman,10,12
335995,"Punjab Cricket Association Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,G Gambhir,14,18
335995,"Punjab Cricket Association Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,S Dhawan,3,0
335995,"Punjab Cricket Association Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,Shoaib Malik,14,19
335995,"Punjab Cricket Association Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,V Sehwag,7,8
335995,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,DPMD Jayawardene,10,14
335995,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,K Goel,3,1
335995,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,KC Sangakkara,2,4
335995,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,SM Katich,21,36
335996,M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,3,6
335996,M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,ML Hayden,21,15
335996,M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,14,15
335996,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,B Chipli,12,9
335996,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,LRPL Taylor,9,20
335996,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,W Jaffer,17,16
335997,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,BB McCullum,2,1
335997,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,DB Das,21,30
335997,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,DJ Hussey,3,0
335997,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,RT Ponting,9,5
335997,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,SC Ganguly,2,4
335997,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,AM Rahane,12,6
335997,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,DJ Bravo,8,8
335997,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,MK Pandey,4,1
335997,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,RV Uthappa,5,5
335997,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,ST Jayasuriya,10,18
335998,Feroz Shah Kotla,1,Delhi Daredevils,Royal Challengers Bangalore,G Gambhir,19,28
335998,Feroz Shah Kotla,1,Delhi Daredevils,Royal Challengers Bangalore,S Dhawan,5,4
335998,Feroz Shah Kotla,1,Delhi Daredevils,Royal Challengers Bangalore,V Sehwag,13,26
335998,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,JH Kallis,4,6
335998,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,LRPL Taylor,15,31
335998,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,P Kumar,5,6
335998,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,R Dravid,3,2
335998,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,W Jaffer,9,10
335999,Rajiv Gandhi International Stadium,1,Deccan Chargers,Kings XI Punjab,AC Gilchrist,6,6
335999,Rajiv Gandhi International Stadium,1,Deccan Chargers,Kings XI Punjab,HH Gibbs,6,6
335999,Rajiv Gandhi International Stadium,1,Deccan Chargers,Kings XI Punjab,VVS Laxman,26,38
335999,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Deccan Chargers,RR Sarwan,15,15
335999,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Deccan Chargers,SE Marsh,21,26
336000,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,GC Smith,7,2
336000,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,M Kaif,15,15
336000,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,SA Asnodkar,15,28
336000,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,AB Agarkar,15,22
336000,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,BJ Hodge,3,1
336000,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,SC Ganguly,15,20
336000,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,Salman Butt,8,8
336001,MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Daredevils,PA Patel,17,19
336001,MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Daredevils,S Vidyut,8,12
336001,MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Daredevils,SP Fleming,14,16
336001,MA Chidambaram Stadium,2,Delhi Daredevils,Chennai Super Kings,G Gambhir,17,24
336001,MA Chidambaram Stadium,2,Delhi Daredevils,Chennai Super Kings,V Sehwag,20,40
336002,Rajiv Gandhi International Stadium,1,Deccan Chargers,Royal Challengers Bangalore,AC Gilchrist,20,19
336002,Rajiv Gandhi International Stadium,1,Deccan Chargers,Royal Challengers Bangalore,HH Gibbs,19,22
336002,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Deccan Chargers,JH Kallis,22,30
336002,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Deccan Chargers,Misbah-ul-Haq,9,8
336002,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Deccan Chargers,W Jaffer,5,5
336003,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,JR Hopes,12,18
336003,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,KC Sangakkara,12,12
336003,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,SE Marsh,14,19
336003,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,BJ Hodge,3,1
336003,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,DB Das,8,5
336003,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,DJ Hussey,5,1
336003,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,LR Shukla,2,1
336003,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,Mohammad Hafeez,12,13
336003,"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,SC Ganguly,8,10
336004,Dr DY Patil Sports Academy,1,Mumbai Indians,Delhi Daredevils,ST Jayasuriya,16,34
336004,Dr DY Patil Sports Academy,1,Mumbai Indians,Delhi Daredevils,YV Takawale,21,16
336004,Dr DY Patil Sports Academy,2,Delhi Daredevils,Mumbai Indians,AB de Villiers,17,21
336004,Dr DY Patil Sports Academy,2,Delhi Daredevils,Mumbai Indians,G Gambhir,9,1
336004,Dr DY Patil Sports Academy,2,Delhi Daredevils,Mumbai Indians,S Dhawan,3,1
336004,Dr DY Patil Sports Academy,2,Delhi Daredevils,Mumbai Indians,V Sehwag,7,14
336005,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,MS Dhoni,1,0
336005,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,PA Patel,1,0
336005,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,S Badrinath,14,16
336005,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,S Vidyut,11,10
336005,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,SK Raina,8,12
336005,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,SP Fleming,2,0
336005,Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,GC Smith,21,22
336005,Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,SA Asnodkar,15,22
336006,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,CL White,1,0
336006,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,JH Kallis,3,0
336006,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,R Dravid,11,10
336006,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,V Kohli,19,15
336006,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,W Jaffer,5,1
336006,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,JR Hopes,5,6
336006,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,RR Sarwan,23,30
336006,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,SE Marsh,12,16
336007,MA Chidambaram Stadium,1,Chennai Super Kings,Deccan Chargers,PA Patel,6,4
336007,MA Chidambaram Stadium,1,Chennai Super Kings,Deccan Chargers,S Anirudha,8,6
336007,MA Chidambaram Stadium,1,Chennai Super Kings,Deccan Chargers,S Badrinath,3,1
336007,MA Chidambaram Stadium,1,Chennai Super Kings,Deccan Chargers,SK Raina,5,7
336007,MA Chidambaram Stadium,1,Chennai Super Kings,Deccan Chargers,SP Fleming,17,16
336007,MA Chidambaram Stadium,2,Deccan Chargers,Chennai Super Kings,AC Gilchrist,25,38
336007,MA Chidambaram Stadium,2,Deccan Chargers,Chennai Super Kings,HH Gibbs,10,10
336007,MA Chidambaram Stadium,2,Deccan Chargers,Chennai Super Kings,SB Styris,2,2
336008,Dr DY Patil Sports Academy,1,Rajasthan Royals,Mumbai Indians,GC Smith,9,5
336008,Dr DY Patil Sports Academy,1,Rajasthan Royals,Mumbai Indians,SA Asnodkar,12,22
336008,Dr DY Patil Sports Academy,1,Rajasthan Royals,Mumbai Indians,SR Watson,12,20
336008,Dr DY Patil Sports Academy,1,Rajasthan Royals,Mumbai Indians,YK Pathan,3,1
336008,Dr DY Patil Sports Academy,2,Mumbai Indians,Rajasthan Royals,ST Jayasuriya,13,13
336008,Dr DY Patil Sports Academy,2,Mumbai Indians,Rajasthan Royals,YV Takawale,26,21
336009,Feroz Shah Kotla,1,Delhi Daredevils,Chennai Super Kings,AB de Villiers,1,0
336009,Feroz Shah Kotla,1,Delhi Daredevils,Chennai Super Kings,G Gambhir,15,21
336009,Feroz Shah Kotla,1,Delhi Daredevils,Chennai Super Kings,S Dhawan,4,4
336009,Feroz Shah Kotla,1,Delhi Daredevils,Chennai Super Kings,V Sehwag,18,25
336009,Feroz Shah Kotla,2,Chennai Super Kings,Delhi Daredevils,S Vidyut,24,43
336009,Feroz Shah Kotla,2,Chennai Super Kings,Delhi Daredevils,SP Fleming,14,19
336010,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,A Chopra,5,2
336010,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,BJ Hodge,12,11
336010,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,DJ Hussey,6,11
336010,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,SC Ganguly,15,17
336010,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,J Arunkumar,18,23
336010,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,MV Boucher,6,3
336010,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,R Dravid,2,1
336010,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,S Chanderpaul,12,8
336011,Sawai Mansingh Stadium,1,Deccan Chargers,Rajasthan Royals,AC Gilchrist,25,39
336011,Sawai Mansingh Stadium,1,Deccan Chargers,Rajasthan Royals,HH Gibbs,12,11
336011,Sawai Mansingh Stadium,2,Rajasthan Royals,Deccan Chargers,GC Smith,20,18
336011,Sawai Mansingh Stadium,2,Rajasthan Royals,Deccan Chargers,YK Pathan,18,32
336012,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,MV Boucher,15,18
336012,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,Misbah-ul-Haq,1,0
336012,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,SP Goswami,20,18
336012,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,SR Tendulkar,20,19
336012,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,20,20
336013,MA Chidambaram Stadium,1,Chennai Super Kings,Kings XI Punjab,S Badrinath,19,23
336013,MA Chidambaram Stadium,1,Chennai Super Kings,Kings XI Punjab,S Vidyut,6,10
336013,MA Chidambaram Stadium,1,Chennai Super Kings,Kings XI Punjab,SK Raina,14,19
336013,MA Chidambaram Stadium,1,Chennai Super Kings,Kings XI Punjab,SP Fleming,4,1
336013,MA Chidambaram Stadium,2,Kings XI Punjab,Chennai Super Kings,JR Hopes,7,14
336013,MA Chidambaram Stadium,2,Kings XI Punjab,Chennai Super Kings,K Goel,7,1
336013,MA Chidambaram Stadium,2,Kings XI Punjab,Chennai Super Kings,RR Sarwan,5,3
336013,MA Chidambaram Stadium,2,Kings XI Punjab,Chennai Super Kings,SE Marsh,17,17
336014,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Deccan Chargers,A Chopra,9,7
336014,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Deccan Chargers,SC Ganguly,23,32
336014,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Deccan Chargers,Salman Butt,4,4
336014,Rajiv Gandhi International Stadium,2,Deccan Chargers,Kolkata Knight Riders,AC Gilchrist,17,25
336014,Rajiv Gandhi International Stadium,2,Deccan Chargers,Kolkata Knight Riders,DB Ravi Teja,7,10
336014,Rajiv Gandhi International Stadium,2,Deccan Chargers,Kolkata Knight Riders,HH Gibbs,8,6
336014,Rajiv Gandhi International Stadium,2,Deccan Chargers,Kolkata Knight Riders,RG Sharma,5,11
336014,Rajiv Gandhi International Stadium,2,Deccan Chargers,Kolkata Knight Riders,SB Styris,3,3
336015,Sawai Mansingh Stadium,1,Delhi Daredevils,Rajasthan Royals,G Gambhir,16,27
336015,Sawai Mansingh Stadium,1,Delhi Daredevils,Rajasthan Royals,V Sehwag,21,20
336015,Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Daredevils,GC Smith,17,10
336015,Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Daredevils,M Kaif,5,2
336015,Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Daredevils,SR Watson,3,1
336015,Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Daredevils,YK Pathan,13,8
336016,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,CL White,2,0
336016,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,J Arunkumar,3,2
336016,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,Misbah-ul-Haq,8,21
336016,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,R Dravid,1,1
336016,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,V Kohli,23,26
336016,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Royal Challengers Bangalore,JR Hopes,17,27
336016,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Royal Challengers Bangalore,SE Marsh,20,15
336017,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,A Chopra,18,14
336017,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,Salman Butt,21,21
336017,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,AB de Villiers,12,7
336017,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,G Gambhir,7,10
336017,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,MK Tiwary,7,10
336017,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,S Dhawan,4,5
336017,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,TM Dilshan,5,4
336017,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,V Sehwag,2,1
336018,Wankhede Stadium,1,Chennai Super Kings,Mumbai Indians,S Badrinath,1,0
336018,Wankhede Stadium,1,Chennai Super Kings,Mumbai Indians,S Vidyut,11,16
336018,Wankhede Stadium,1,Chennai Super Kings,Mumbai Indians,SK Raina,6,1
336018,Wankhede Stadium,1,Chennai Super Kings,Mumbai Indians,SP Fleming,18,11
336018,Wankhede Stadium,2,Mumbai Indians,Chennai Super Kings,SR Tendulkar,8,12
336018,Wankhede Stadium,2,Mumbai Indians,Chennai Super Kings,ST Jayasuriya,33,66
336019,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Rajasthan Royals,JR Hopes,15,16
336019,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Rajasthan Royals,SE Marsh,22,35
336019,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,M Kaif,5,1
336019,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,Niraj Patel,24,34
336019,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,SR Watson,1,0
336019,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,Younis Khan,7,3
336020,Feroz Shah Kotla,1,Delhi Daredevils,Deccan Chargers,G Gambhir,21,37
336020,Feroz Shah Kotla,1,Delhi Daredevils,Deccan Chargers,S Dhawan,15,11
336020,Feroz Shah Kotla,1,Delhi Daredevils,Deccan Chargers,V Sehwag,2,0
336020,Feroz Shah Kotla,2,Deccan Chargers,Delhi Daredevils,AC Gilchrist,10,15
